average_waiting_time,average_travel_time,average_delay,average_queue_length,throughput,returns,steps,episode
69.64541832669323,106.92629482071713,96.27559888693702,16.125,1962,-12809,360,1
68.86005976095618,105.35557768924303,94.89087577686448,16.25,1961,-12561,720,2
71.37201195219123,108.1648406374502,97.59000743031396,16.75,1962,-13092,1080,3
71.37201195219123,108.1648406374502,97.59000743031396,16.75,1962,-13092,1440,4
66.71663346613546,103.42529880478088,92.87187442274569,16.25,1962,-12223,1800,5
66.71663346613546,103.42529880478088,92.87187442274569,16.25,1962,-12223,2160,6
71.28109452736318,109.12786069651742,98.53781549913492,16.625,1961,-13187,2520,7
69.69322709163346,106.9711155378486,96.44858053664385,16.25,1962,-12816,2880,8
69.69322709163346,106.9711155378486,96.44858053664385,16.25,1962,-12816,3240,9
71.9093625498008,108.54681274900399,97.99517907599314,16.875,1962,-13101,3600,10
71.9093625498008,108.54681274900399,97.99517907599314,16.875,1962,-13101,3960,11
71.175796812749,108.01294820717132,97.46015423163105,16.375,1959,-12927,4320,12
67.31175298804781,104.21812749003983,93.74284645942036,16.25,1961,-12319,4680,13
67.31175298804781,104.21812749003983,93.74284645942036,16.25,1961,-12319,5040,14
69.53685258964144,106.32669322709164,95.89773452179486,16.375,1961,-12688,5400,15
69.53685258964144,106.32669322709164,95.89773452179486,16.375,1961,-12688,5760,16
70.68326693227091,108.55577689243027,97.94263884778736,16.5,1962,-13077,6120,17
70.0871513944223,107.16932270916335,96.54928229657001,16.0,1962,-12803,6480,18
70.0871513944223,107.16932270916335,96.54928229657001,16.0,1962,-12803,6840,19
72.14541832669323,110.23555776892431,99.6836403028644,17.125,1960,-13359,7200,20
72.14541832669323,110.23555776892431,99.6836403028644,17.125,1960,-13359,7560,21
73.47240179015415,111.33565390353058,100.86084816781934,16.375,1963,-13592,7920,22
66.84711155378486,103.2246015936255,92.80953990300364,16.625,1961,-12257,8280,23
66.84711155378486,103.2246015936255,92.80953990300364,16.625,1961,-12257,8640,24
66.61940298507463,103.71293532338308,93.37732613836566,16.875,1964,-12442,9000,25
66.61940298507463,103.71293532338308,93.37732613836566,16.875,1964,-12442,9360,26
67.53336653386454,104.15288844621514,93.75199809466878,16.125,1962,-12315,9720,27
68.69207772795217,105.24912805181863,94.72048318113183,16.125,1962,-12579,10080,28
68.69207772795217,105.24912805181863,94.72048318113183,16.125,1962,-12579,10440,29
66.23916292974589,103.20876930742402,92.66323699557319,16.625,1963,-12251,10800,30
66.23916292974589,103.20876930742402,92.66323699557319,16.625,1963,-12251,11160,31
70.24701195219123,106.67778884462152,96.11036469224557,16.125,1960,-12783,11520,32
70.24701195219123,106.67778884462152,96.11036469224557,16.125,1960,-12783,11880,33
69.56374501992032,107.20816733067728,96.62464331376835,16.375,1961,-12765,12240,34
68.41882470119522,105.2046812749004,94.59961490468682,16.375,1960,-12490,12600,35
68.41882470119522,105.2046812749004,94.59961490468682,16.375,1960,-12490,12960,36
69.82470119521912,107.97011952191235,97.38624461758286,16.5,1962,-12885,13320,37
69.82470119521912,107.97011952191235,97.38624461758286,16.5,1962,-12885,13680,38
68.35009960159363,105.50846613545816,95.13912283872762,16.625,1962,-12592,14040,39
69.77528649725959,106.66766317887394,95.97155662294765,16.25,1963,-12809,14400,40
69.77528649725959,106.66766317887394,95.97155662294765,16.25,1963,-12809,14760,41
71.19601990049752,108.31393034825871,97.85316330390445,17.625,1964,-13103,15120,42
71.19601990049752,108.31393034825871,97.85316330390445,17.625,1964,-13103,15480,43
66.93880597014926,103.61791044776119,93.16346034076773,16.0,1964,-12315,15840,44
70.0851593625498,107.2480079681275,96.71250753146114,16.5,1962,-12901,16200,45
70.0851593625498,107.2480079681275,96.71250753146114,16.5,1962,-12901,16560,46
72.05278884462152,108.39442231075697,97.94955219087771,17.125,1962,-13234,16920,47
72.05278884462152,108.39442231075697,97.94955219087771,17.125,1962,-13234,17280,48
69.92480079681275,107.03535856573706,96.49771181058497,16.375,1963,-12986,17640,49
70.47161354581674,108.00448207171314,97.44138630444014,16.625,1962,-12917,18000,50
70.47161354581674,108.00448207171314,97.44138630444014,16.625,1962,-12917,18360,51
68.8062749003984,105.5089641434263,95.06355289107164,16.5,1962,-12550,18720,52
68.8062749003984,105.5089641434263,95.06355289107164,16.5,1962,-12550,19080,53
68.91384462151395,106.47908366533865,96.02678769596093,16.5,1961,-12751,19440,54
73.02589641434263,111.10557768924303,100.54450192301869,16.5,1963,-13358,19800,55
73.02589641434263,111.10557768924303,100.54450192301869,16.5,1963,-13358,20160,56
68.11354581673307,105.04830677290836,94.52130423282414,16.25,1959,-12482,20520,57
68.11354581673307,105.04830677290836,94.52130423282414,16.25,1959,-12482,20880,58
67.37201195219123,103.50398406374502,93.07295319929878,15.75,1960,-12334,21240,59
68.39840637450199,104.73505976095618,94.20291419141101,17.125,1962,-12565,21600,60
68.39840637450199,104.73505976095618,94.20291419141101,17.125,1962,-12565,21960,61
69.66932270916335,107.05029880478088,96.48842413491424,16.5,1962,-12804,22320,62
69.66932270916335,107.05029880478088,96.48842413491424,16.5,1962,-12804,22680,63
70.0488047808765,107.52290836653387,96.94670950647253,16.5,1962,-12886,23040,64
71.45966135458167,108.06822709163346,97.41068635181853,16.5,1963,-13008,23400,65
71.45966135458167,108.06822709163346,97.41068635181853,16.5,1963,-13008,23760,66
71.1269920318725,107.8187250996016,97.23299315784341,16.875,1962,-12938,24120,67
71.1269920318725,107.8187250996016,97.23299315784341,16.875,1962,-12938,24480,68
71.47858565737052,108.75846613545816,98.16189177172365,16.5,1963,-13012,24840,69
69.12450199203187,106.37798804780877,95.83534842610962,16.375,1962,-12603,25200,70
69.12450199203187,106.37798804780877,95.83534842610962,16.375,1962,-12603,25560,71
71.7679282868526,108.87749003984064,98.33993374093757,16.75,1961,-13237,25920,72
71.7679282868526,108.87749003984064,98.33993374093757,16.75,1961,-13237,26280,73
68.75249003984064,106.29133466135458,95.81386999550166,16.375,1961,-12707,26640,74
71.42978087649402,108.97709163346613,98.42580713894539,16.375,1961,-13126,27000,75
71.42978087649402,108.97709163346613,98.42580713894539,16.375,1961,-13126,27360,76
66.75,103.5941235059761,93.1787419565628,16.125,1962,-12290,27720,77
66.75,103.5941235059761,93.1787419565628,16.125,1962,-12290,28080,78
68.1230079681275,104.95916334661355,94.4913124397801,16.375,1962,-12503,28440,79
70.9407960199005,107.78258706467662,97.21673235423971,16.25,1964,-12938,28800,80
70.9407960199005,107.78258706467662,97.21673235423971,16.25,1964,-12938,29160,81
67.83864541832669,104.1070717131474,93.59381606586217,15.75,1965,-12361,29520,82
67.83864541832669,104.1070717131474,93.59381606586217,15.75,1965,-12361,29880,83
69.43525896414343,106.4656374501992,95.95877491159516,16.375,1962,-12712,30240,84
72.05328685258964,109.56772908366534,99.01266866087255,17.375,1962,-13240,30600,85
72.05328685258964,109.56772908366534,99.01266866087255,17.375,1962,-13240,30960,86
70.33217131474103,106.9691235059761,96.4734476953684,16.25,1961,-12918,31320,87
70.33217131474103,106.9691235059761,96.4734476953684,16.25,1961,-12918,31680,88
66.73456175298804,104.54183266932272,93.94912694790419,16.375,1962,-12469,32040,89
70.22260956175299,107.7589641434263,97.24393134648125,16.25,1960,-12967,32400,90
70.22260956175299,107.7589641434263,97.24393134648125,16.25,1960,-12967,32760,91
70.79581673306772,108.06025896414343,97.44898406409276,16.5,1962,-13130,33120,92
70.79581673306772,108.06025896414343,97.44898406409276,16.5,1962,-13130,33480,93
69.40189243027888,106.24501992031873,95.79804327300508,16.875,1961,-12709,33840,94
67.77390438247012,105.1449203187251,94.73257871071021,16.125,1962,-12597,34200,95
67.77390438247012,105.1449203187251,94.73257871071021,16.125,1962,-12597,34560,96
67.58167330677291,104.98356573705179,94.47513106991585,16.375,1961,-12572,34920,97
67.58167330677291,104.98356573705179,94.47513106991585,16.375,1961,-12572,35280,98
69.24003984063745,106.28635458167331,95.82876614716714,16.875,1961,-12793,35640,99
69.7820895522388,106.90248756218905,96.38382995508915,16.625,1963,-12838,36000,100
69.7820895522388,106.90248756218905,96.38382995508915,16.625,1963,-12838,36360,101
68.97211155378486,106.20169322709164,95.69572258493898,16.5,1962,-12804,36720,102
68.97211155378486,106.20169322709164,95.69572258493898,16.5,1962,-12804,37080,103
70.1957171314741,107.1847609561753,96.69196231512346,16.625,1962,-12975,37440,104
73.00796812749005,110.12848605577689,99.50677403202941,17.25,1961,-13486,37800,105
73.00796812749005,110.12848605577689,99.50677403202941,17.25,1961,-13486,38160,106
68.40687250996017,105.29332669322709,94.82717315155097,16.875,1963,-12588,38520,107
68.40687250996017,105.29332669322709,94.82717315155097,16.875,1963,-12588,38880,108
69.34661354581674,106.33665338645419,95.80163153329777,16.125,1962,-12700,39240,109
68.48157370517929,105.26145418326693,94.72681523115004,16.125,1962,-12563,39600,110
68.48157370517929,105.26145418326693,94.72681523115004,16.125,1962,-12563,39960,111
69.07669322709164,106.07768924302789,95.57006499757632,16.375,1962,-12720,40320,112
69.07669322709164,106.07768924302789,95.57006499757632,16.375,1962,-12720,40680,113
69.8949203187251,107.60956175298804,97.07694896654303,17.25,1959,-12858,41040,114
69.78407960199004,106.78805970149254,96.2017971812813,16.375,1964,-12787,41400,115
69.78407960199004,106.78805970149254,96.2017971812813,16.375,1964,-12787,41760,116
69.9621513944223,106.89143426294821,96.30107208837683,16.375,1959,-12810,42120,117
69.9621513944223,106.89143426294821,96.30107208837683,16.375,1959,-12810,42480,118
71.06025896414343,108.00846613545816,97.49499610824206,16.25,1962,-13028,42840,119
68.42978087649402,105.10258964143426,94.64866048050816,16.125,1962,-12595,43200,120
68.42978087649402,105.10258964143426,94.64866048050816,16.125,1962,-12595,43560,121
67.51444223107569,103.6812749003984,93.11477879331478,16.25,1960,-12360,43920,122
67.51444223107569,103.6812749003984,93.11477879331478,16.25,1960,-12360,44280,123
68.51543824701196,106.46464143426294,96.00081621963365,16.5,1962,-12734,44640,124
69.56623505976096,106.07121513944223,95.67738685233066,16.375,1962,-12686,45000,125
69.56623505976096,106.07121513944223,95.67738685233066,16.375,1962,-12686,45360,126
67.65288844621514,103.99950199203187,93.558560475364,16.375,1963,-12260,45720,127
67.65288844621514,103.99950199203187,93.558560475364,16.375,1963,-12260,46080,128
72.1558764940239,109.01693227091633,98.5527016639163,17.375,1962,-13334,46440,129
67.75223880597015,104.38507462686567,93.85978554299143,16.625,1963,-12382,46800,130
67.75223880597015,104.38507462686567,93.85978554299143,16.625,1963,-12382,47160,131
69.38446215139442,107.21513944223108,96.6335763728496,16.625,1963,-12894,47520,132
69.38446215139442,107.21513944223108,96.6335763728496,16.625,1963,-12894,47880,133
65.21364541832669,101.53286852589642,91.0951368742966,15.75,1961,-11982,48240,134
65.21364541832669,101.53286852589642,91.0951368742966,15.75,1961,-11982,48600,135
67.76593625498008,104.5199203187251,94.07750473297943,16.5,1961,-12507,48960,136
66.04482071713147,102.40537848605578,92.01590686382592,16.0,1961,-12145,49320,137
66.04482071713147,102.40537848605578,92.01590686382592,16.0,1961,-12145,49680,138
69.15721393034826,106.85223880597015,96.43970526737137,16.25,1962,-12820,50040,139
69.15721393034826,106.85223880597015,96.43970526737137,16.25,1962,-12820,50400,140
68.1230079681275,105.65089641434263,95.0812664765276,17.125,1962,-12506,50760,141
71.56502242152466,109.02840059790732,98.48826751584846,16.75,1962,-13056,51120,142
71.56502242152466,109.02840059790732,98.48826751584846,16.75,1962,-13056,51480,143
69.73256972111554,106.76444223107569,96.16310023009616,16.375,1961,-12732,51840,144
69.73256972111554,106.76444223107569,96.16310023009616,16.375,1961,-12732,52200,145
67.19521912350598,103.97061752988049,93.45164864352347,16.25,1961,-12294,52560,146
70.09511952191235,106.925796812749,96.35062399749496,16.375,1961,-12861,52920,147
70.09511952191235,106.925796812749,96.35062399749496,16.375,1961,-12861,53280,148
68.6628486055777,104.52141434262948,94.01174692750536,16.125,1963,-12554,53640,149
68.6628486055777,104.52141434262948,94.01174692750536,16.125,1963,-12554,54000,150
68.84676616915422,105.97313432835821,95.54132424365275,16.25,1964,-12619,54360,151
70.55820895522388,107.09452736318408,96.61874035408042,16.625,1964,-13022,54720,152
70.55820895522388,107.09452736318408,96.61874035408042,16.625,1964,-13022,55080,153
70.20766932270917,107.93326693227091,97.45884049559349,16.5,1962,-12913,55440,154
70.20766932270917,107.93326693227091,97.45884049559349,16.5,1962,-12913,55800,155
71.59113545816733,109.40737051792829,98.83528455253064,16.75,1963,-13293,56160,156
67.73505976095618,104.98754980079681,94.45439987778518,15.875,1962,-12526,56520,157
67.73505976095618,104.98754980079681,94.45439987778518,15.875,1962,-12526,56880,158
67.8351593625498,104.99651394422311,94.61415961605924,16.375,1963,-12396,57240,159
67.8351593625498,104.99651394422311,94.61415961605924,16.375,1963,-12396,57600,160
70.33283582089553,108.07960199004975,97.49305844847461,16.5,1963,-12983,57960,161
67.15737051792829,103.82818725099601,93.40603567509513,16.375,1961,-12424,58320,162
67.15737051792829,103.82818725099601,93.40603567509513,16.375,1961,-12424,58680,163
66.88296812749005,103.34362549800797,92.86723248652801,16.5,1961,-12182,59040,164
66.88296812749005,103.34362549800797,92.86723248652801,16.5,1961,-12182,59400,165
70.56623505976096,107.6429282868526,97.11169724425734,16.5,1961,-13008,59760,166
69.47310756972112,106.26444223107569,95.66755465069568,16.375,1961,-12653,60120,167
69.47310756972112,106.26444223107569,95.66755465069568,16.375,1961,-12653,60480,168
68.75,105.55677290836654,95.16220733507737,16.75,1962,-12549,60840,169
68.75,105.55677290836654,95.16220733507737,16.75,1962,-12549,61200,170
70.13545816733068,108.04183266932272,97.5210330406378,16.5,1962,-13131,61560,171
69.63333333333334,107.10099502487562,96.54620068886807,16.75,1960,-12785,61920,172
69.63333333333334,107.10099502487562,96.54620068886807,16.75,1960,-12785,62280,173
71.29502487562189,107.77761194029851,97.10462411930008,16.25,1963,-13014,62640,174
71.29502487562189,107.77761194029851,97.10462411930008,16.25,1963,-13014,63000,175
68.26494023904382,104.79233067729083,94.25822895779503,16.5,1962,-12586,63360,176
70.4265072247135,108.07424015944196,97.41209339878449,16.25,1962,-12852,63720,177
70.4265072247135,108.07424015944196,97.41209339878449,16.25,1962,-12852,64080,178
70.01145418326693,106.9711155378486,96.39701684573933,16.75,1962,-12770,64440,179
70.01145418326693,106.9711155378486,96.39701684573933,16.75,1962,-12770,64800,180
69.28535856573706,106.14442231075697,95.65381513968487,16.625,1961,-12614,65160,181
72.70816733067728,110.33665338645419,99.74202845736049,16.75,1962,-13311,65520,182
72.70816733067728,110.33665338645419,99.74202845736049,16.75,1962,-13311,65880,183
71.26942231075697,108.70019920318725,98.0948338234593,17.0,1963,-13068,66240,184
71.26942231075697,108.70019920318725,98.0948338234593,17.0,1963,-13068,66600,185
69.91434262948208,107.9820717131474,97.47074428365345,16.125,1962,-12930,66960,186
69.41085657370517,106.19521912350598,95.64647248029148,16.5,1962,-12680,67320,187
69.41085657370517,106.19521912350598,95.64647248029148,16.5,1962,-12680,67680,188
67.49452736318408,103.7273631840796,93.23273590270895,16.0,1963,-12338,68040,189
67.49452736318408,103.7273631840796,93.23273590270895,16.0,1963,-12338,68400,190
66.60806772908367,103.60657370517929,93.09427833661684,16.625,1962,-12293,68760,191
69.08021923268561,106.44494270054808,96.1220914062977,16.25,1962,-12723,69120,192
69.08021923268561,106.44494270054808,96.1220914062977,16.25,1962,-12723,69480,193
69.49900398406375,106.81972111553785,96.29657945778423,16.5,1963,-12887,69840,194
69.49900398406375,106.81972111553785,96.29657945778423,16.5,1963,-12887,70200,195
71.34875621890548,109.07611940298507,98.47546925021116,16.375,1962,-13077,70560,196
67.92679282868527,105.03535856573706,94.60372974442082,16.0,1963,-12556,70920,197
67.92679282868527,105.03535856573706,94.60372974442082,16.0,1963,-12556,71280,198
69.47860696517412,106.92139303482587,96.36142170129907,16.25,1963,-12725,71640,199
69.47860696517412,106.92139303482587,96.36142170129907,16.25,1963,-12725,72000,200
